"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"r_1",0.211332819406841,0.00216966340121829,0.0411479086160292,0.156469520237637,0.183507839271308,0.20424416656723,0.230163366077942,0.31088168391147,359.67545935512,1.01002670067678
"k_1",6506.03823224199,30.8750855261641,1188.00918549777,4644.13050654313,5655.12514886884,6373.18860417442,7196.54066853042,9323.33827110755,1480.55061323773,1.00363457715122
"P_initial_1",0.313596524418961,0.00143148277276156,0.056309687737561,0.211205533394508,0.273256220183666,0.31018331458625,0.350761676714978,0.43014933062298,1547.36933606331,1.00285831833108
"sigma_sq_1",0.0017455357452208,2.15403418267449e-05,0.000732476831806382,0.000850727740605581,0.00124835914379577,0.00156591551242156,0.00204461085677525,0.00366241629858388,1156.33215690512,1.00045905846502
"tau_sq_1",8.35293446961393,0.0923847843809162,2.98482546496601,4.12612458008047,6.19434302831653,7.83237196787756,9.85931609962528,15.6851079513199,1043.84732681619,1.00657349820578
"m_1",3.58845105135166,0.0793808234405882,3.20197024365289,1.10291492979905,1.79690341135284,2.69857876864141,4.13343865220534,11.5969484932759,1627.05930897736,1.00013265782515
"F_1[1]",0.693809098052268,0.00447041160583408,0.10759287173497,0.519367656114205,0.622591889534278,0.683019724560814,0.752034447208766,0.937252583860475,579.257912414892,1.00411583512244
"F_1[2]",0.614483350662525,0.00431579756842503,0.11425033431341,0.443282449343003,0.541822812249254,0.601001664336872,0.667454361485407,0.863207387215434,700.79795704339,1.00186637221902
"F_1[3]",0.648409910998777,0.00433202369150946,0.111411274935435,0.471913159721371,0.576026248675382,0.636855067694933,0.704326400698513,0.893942193565857,661.418962992764,1.00313587905381
"F_1[4]",0.651632676758888,0.00447249780454631,0.116495420299387,0.463499732774944,0.574354507192876,0.636958588952472,0.713692475850224,0.919651597358325,678.449353681711,1.0024783954323
"F_1[5]",0.183619350842211,0.00286165618036164,0.0873411718136102,0.0400621436548835,0.123915884539617,0.174165705777548,0.232689023099609,0.385406642433319,931.543461759146,1.00262249401388
"F_1[6]",0.131108184564644,0.0030354394841909,0.0797314436304484,0.0141979957621596,0.0735926793970841,0.12096611101001,0.176704506518294,0.318424246189322,689.947582252192,1.00765861553257
"F_1[7]",0.127283988198133,0.00314502029192863,0.0810120968358245,0.0112012130683933,0.0691734193080986,0.116258219496486,0.168919107130414,0.317971580213998,663.518204079049,1.00348579585541
"F_1[8]",0.0709887238132523,0.00204005702732993,0.0602264666766487,0.0027996409173882,0.0276111771579323,0.0559915508695181,0.099564968651114,0.225105871752982,871.545679948365,1.00265432236856
"F_1[9]",0.0611504975120654,0.0021221048572647,0.057186000608943,0.0024493139095041,0.0204351696820744,0.0449699752641782,0.0853547642940673,0.209018109081109,726.182485740449,1.00308206962504
"F_1[10]",0.0691064647831492,0.00236776860599778,0.0633767376707185,0.00250790170386568,0.0235380826143953,0.0512875332246165,0.0966454445485935,0.224041198484243,716.442340669031,1.00234656389352
"F_1[11]",0.0662995634393523,0.0025521923831015,0.0638735258821842,0.00159023666719194,0.0186182026722977,0.0505040070246046,0.0943256418933756,0.227930137401763,626.346946022514,1.00490448472172
"F_1[12]",0.112760535909984,0.00288049044324114,0.0774006305305699,0.00632937846040966,0.0539237165070232,0.10184311344495,0.156083091989772,0.291440887804045,722.031458317924,1.00398748360197
"F_1[13]",0.0771959052829696,0.00208993632116938,0.0636961176007761,0.0035166311805594,0.0289649784460169,0.0624733316291736,0.109706294409501,0.229364852824567,928.880437885849,1.00429007228152
"F_1[14]",0.0967103957307064,0.00291620507117334,0.0711306492506382,0.00358375862740316,0.0423667310746166,0.085996309379184,0.135555506993872,0.266713047463596,594.945828583356,1.00440108890698
"F_1[15]",0.0980435281346626,0.00225236828687814,0.0691956105237067,0.00669194271948831,0.0470618977120709,0.0869652032512614,0.134927424228686,0.258087468256705,943.796327927733,1.00288707317026
"F_1[16]",0.0993210278297338,0.00232791148044496,0.0678956623092094,0.00668633635097528,0.0481059487364802,0.0875800289576934,0.138316106598939,0.252759438126896,850.650446014154,1.00085231553982
"F_1[17]",0.133082376843231,0.00277958107803027,0.0796825334099364,0.00926599955813874,0.0760992074592703,0.125810681183915,0.182408338860449,0.309610888781693,821.802719107666,1.00633422685158
"F_1[18]",0.113365330463678,0.002718943024268,0.0782519635038832,0.00358914844107944,0.0524613350746916,0.104644787129814,0.157386568286288,0.286293227174368,828.304981805703,1.00178190423241
"F_1[19]",0.133280412133618,0.0023289145511276,0.0735974419054833,0.0175566480431431,0.0801742298200117,0.125310756591217,0.176546624101362,0.299666584855496,998.661552069078,1.00277287507117
"F_1[20]",0.121454497891659,0.00224316843704951,0.0710735999934446,0.0144910469303671,0.0697244560945497,0.112356456565698,0.161297691602894,0.283594492021055,1003.90555287235,1.00078602000894
"F_1[21]",0.0972054966717454,0.0020842642696909,0.067430885056672,0.00615287753442529,0.0464461090735125,0.0865264685538257,0.135675683310264,0.254757507162772,1046.67572745074,1.00144084534553
"F_1[22]",0.0994714900467477,0.00216815042140181,0.0664623009086771,0.00604007886049557,0.0479588808082343,0.0888079927597575,0.137233913104427,0.251072482173482,939.66256657791,1.00252860233142
"F_1[23]",0.0501245947570581,0.00162585232879233,0.0513707112997622,0.000609547228247704,0.0115122398103549,0.0334004602129317,0.0745016841557574,0.183804603360134,998.318142290957,1.00256836869789
"F_1[24]",0.0827539853100511,0.0019130780759722,0.0644055335480835,0.00295117921323445,0.034029827679616,0.0703526521179109,0.118137848769756,0.241147288311502,1133.39417256647,0.999690096971984
"F_1[25]",0.0757420056830982,0.00157321606373673,0.0580614619064675,0.0027066418401013,0.0325392915563213,0.0632924616749011,0.107718992644644,0.215277057414744,1362.06925066282,1.0012417367888
"F_1[26]",0.999854578708846,0.0148729208430884,0.98063446388247,0.0298356148754995,0.296805869047659,0.688403144145936,1.36965704671788,3.55879672367618,4347.32162388143,1.00102745607542
"sigma_1",0.041007317745731,0.000230488483902774,0.00799730926666133,0.0291672345739984,0.0353321260955441,0.0395716502799559,0.0452173732240886,0.0605179006458737,1203.89696530002,1.00019737955243
"tau_1",2.8478321241017,0.0152418202478463,0.492816008689975,2.0312864217424,2.48884371111499,2.79863751858521,3.13995479237153,3.96044289810623,1045.43236975931,1.00673894667258
"P_med_1[1]",0.313596524418961,0.00143148277276156,0.056309687737561,0.211205533394508,0.273256220183666,0.31018331458625,0.350761676714978,0.43014933062298,1547.36933606331,1.00285831833108
"P_med_1[2]",0.218226553111413,0.000961643006583149,0.0391747802754725,0.146253141763975,0.190213190008369,0.215741946898301,0.244427236828686,0.298591070318977,1659.53105308323,1.00246898384683
