"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"r_1",0.528201687389435,0.0494332394012604,0.336114071352708,0.160885787581261,0.299915381003058,0.427768744643536,0.652178144948939,1.41698108406578,46.2312085718359,1.06755579119972
"k_1",482143.983961774,5749.43358421864,117840.971126185,308332.308067557,398080.35429162,461964.950437559,545803.211966608,770220.385902866,420.090154000864,1.00544130021668
"P_initial_1",0.315033081379304,0.137814098488459,0.218067696183788,0.124402722159922,0.179293716178833,0.220147082598875,0.356152488492607,0.896701613051789,2.50377543299534,1.66741588565588
"sigma_sq_1",3.26783667089906,3.79964478347372,4.81384262744568,0.00105017788004193,0.0018671559525289,0.0028860630375534,8.1720915170749,13.7499739681282,1.60508405799168,3.85774695650782
"tau_sq_1",12.0960485052298,7.25218016930725,10.2512650107946,0.00145485067601122,0.00391587494978647,13.3655761446934,18.8127531441794,32.6909602069737,1.99810244757508,1.94416816589471
"m_1",2.13869757045498,0.253526378721539,1.20371649992242,0.666155008842413,1.22634557319928,1.90444353425662,2.73375162747615,4.95739062240075,22.5425022125515,1.08295302106248
"F_1[1]",0.608593534113778,0.0537192687303847,0.554858503006235,0.0691388741154734,0.252958621325612,0.427652375000886,0.78443328004684,2.0830647285945,106.685232376397,1.02975100085528
"F_1[2]",0.668056551023756,0.0527399306612006,0.59346448167336,0.0582208423508257,0.320798904356923,0.510296693648103,0.814667248412112,2.34998016189505,126.622345775685,1.01402151576629
"F_1[3]",0.66751764077485,0.0499927973450819,0.587951613940953,0.054355982713729,0.304449046122771,0.493482238021918,0.825344839335029,2.29473067353978,138.314686582402,1.01463796750474
"F_1[4]",0.572895678364148,0.0519452581605689,0.513768008511529,0.0274769012471548,0.259538187871441,0.44108565368639,0.721337217885111,1.97396489608657,97.8232974330231,1.02008746789329
"F_1[5]",0.645162389030641,0.0419462761308117,0.561848852527451,0.0822779879452372,0.303734739335996,0.47930174101073,0.791234685726381,2.19863458807464,179.41228339493,1.02043444172783
"F_1[6]",0.545610530926447,0.051813371759389,0.519817860318251,0.00800841661174062,0.227323997876275,0.408793803924989,0.691322208849777,1.94844708131048,100.651136854168,1.01339108220574
"F_1[7]",0.53694181097235,0.0501515538270409,0.520408505329277,0.0601278552251708,0.231446399627521,0.38785252191809,0.659208729645783,1.82666708773018,107.676265694109,1.03594096587831
"F_1[8]",0.71127499597192,0.0518943900784533,0.584793053416923,0.0239397402492222,0.375847739347295,0.561403890004214,0.872517129473526,2.38288838690666,126.988264019668,1.02214571201852
"F_1[9]",0.647048005660525,0.0611852165455332,0.612569239297596,0.046638296694237,0.316602125331611,0.493333169700727,0.780474615461805,2.19889473044435,100.234531829139,1.04305064316653
"F_1[10]",0.622765142191731,0.0414271232244324,0.581427061921585,0.0268154617934013,0.280546777256558,0.45320406557981,0.768358722536489,2.21537836202403,196.979454815639,1.01357828834576
"F_1[11]",0.577944505853497,0.0463298566067303,0.536111188477992,0.0358149679429004,0.25494577059478,0.416777450893677,0.714994777351906,2.08124354484544,133.902236153289,1.01399238722923
"F_1[12]",0.56026620575309,0.043471018750485,0.523649802671864,0.0622941350666397,0.253458923123052,0.412353767252297,0.687486606452724,1.88388637257668,145.104958152252,1.02146842095247
"F_1[13]",0.484471523778685,0.0344509858350498,0.453271405485081,0.0246549815173877,0.209212897559899,0.362340678899643,0.608209065738504,1.67204785936141,173.106484668909,1.01857923826061
"F_1[14]",0.503617773989082,0.0639474507851723,0.539624053347333,0.0293922684007723,0.204836796776925,0.355097638002793,0.608361952528477,1.81373206872422,71.2092033058921,1.05033928542894
"F_1[15]",0.442839056405294,0.0390925035709972,0.463700216675011,0.0354287235468877,0.185940398311442,0.318235121945749,0.552561800042289,1.59121256935632,140.697904297088,1.04050471052242
"F_1[16]",0.439053980850694,0.0972795457325699,0.511709035270929,0.0156405484780508,0.163645380128337,0.291799449804013,0.519145397841324,1.75078449134137,27.6696141499798,1.07737842068425
"F_1[17]",0.489795936962054,0.0283796570479099,0.463516562757521,0.0477242403468086,0.237179038961508,0.371847500885687,0.575743109339182,1.72370309837557,266.757248234924,1.02990379836254
"F_1[18]",0.525410294103376,0.0487513126285059,0.511883917650087,0.0619773349974063,0.256151297369461,0.38563927124087,0.60582046994838,1.93035875575543,110.247904395949,1.0428678776001
"F_1[19]",0.449282993852671,0.173162901569549,0.525536878576796,0.0347843766063884,0.160704616799213,0.275773979179864,0.49811055796761,1.99317469192785,9.21078586348885,1.13973001625019
