"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"r_1",0.0478912004859245,0.000228713188981302,0.0049888244922159,0.0366887972669294,0.0447208064237162,0.0482255219510153,0.051673016852348,0.0562325553708247,475.788600574917,1.00350260231873
"k_1",1085.01053499708,2.09352005063693,41.7916350986095,1035.71611043746,1056.4163910869,1075.54989420523,1101.7119497835,1198.69390929073,398.496468614573,1.00653109957107
"P_initial_1",0.935542806199107,0.00216304552803268,0.0469459391988366,0.809487463681847,0.914672345848754,0.947644957001554,0.970051088593666,0.987599696551997,471.047542840522,1.00364935454213
"N_med[1]",1013.51209915899,1.01520362425156,32.1736820948427,944.169703340549,993.211046998394,1015.35945462349,1035.87731363965,1071.51834881118,1004.37342607476,0.999755267240147
"N_med[2]",1015.13522397383,0.887651104798948,29.2510835517795,952.916870045613,996.941897150354,1016.07984480563,1035.2914464636,1068.96818890171,1085.92372300898,0.999635509184855
"N_med[3]",1014.08800290806,0.782209426984346,26.7315326823227,959.622928082483,996.835259673245,1014.01174510742,1032.04162050833,1064.75921132819,1167.88916455252,0.999562014731255
"N_med[4]",1010.60876716563,0.702177903924777,24.6242598199988,963.924271572103,994.571301431592,1009.6618125731,1026.90933580205,1058.28659626109,1229.7930994743,0.999564704166021
"N_med[5]",1004.91059708357,0.649242047101683,22.9131561073937,962.311296188367,989.525313892932,1003.73054691361,1020.23400557668,1050.29457188349,1245.53676428575,0.999666623147042
"N_med[6]",997.179029403038,0.617383107223322,21.5593567483043,957.700284479277,982.02616424335,995.883648277084,1011.50049780634,1041.01193814008,1219.4447086078,0.999875519843347
"N_med[7]",987.571425264945,0.60625434012255,20.5066940137587,950.741711108109,972.852611172577,986.012847670705,1001.08970716667,1030.2771231221,1144.14635423469,1.00018025432622
"N_med[8]",976.217446372018,0.607967313638064,19.6893496580893,941.607407038091,961.870843797057,974.689051306192,989.115073316003,1018.07395465453,1048.82319081836,1.00055454229105
"N_med[9]",963.220190447324,0.617487542389629,19.039948688565,930.457696713173,949.074264144874,961.553814523502,975.654713581396,1003.78655982444,950.769292773695,1.00096566084453
"N_med[10]",948.657644073852,0.631453796779444,18.4962123151774,917.781068736677,934.82707954808,947.054750815376,960.709140441685,988.170124086855,857.990434676505,1.00138307224664
"N_med[11]",932.584206204644,0.642547285430379,18.0051318081221,902.775110649247,918.870205918763,930.9497014786,944.440828214644,971.134179235847,785.203856021532,1.00178341580783
"N_med[12]",915.032112969914,0.6473897369952,17.5247008418237,886.190252636797,901.650232580082,913.502847557322,926.677271988247,952.958059467424,732.773247415237,1.00215146199435
"N_med[13]",896.01265317024,0.645441509651272,17.0239097138108,868.298709062199,882.917882114146,894.51248749616,907.269626896085,933.102774023471,695.672490458343,1.00247851068151
"N_med[14]",875.517106122728,0.635096312324293,16.4818462696672,848.673356369115,862.868393685386,874.124484014675,886.495244067225,911.133717701774,673.492146829039,1.0027598428522
"N_med[15]",853.517362520488,0.617823898487618,15.8865854164368,827.567101564378,841.383532577654,852.21460873107,863.945633140891,887.925723968637,661.198283110344,1.00299215459113
"N_med[16]",829.966208047301,0.593225290258671,15.2343181490089,805.019187720272,818.313458735389,828.661555178454,839.760636600657,863.675369403324,659.487741077666,1.00317123934152
"N_med[17]",804.797261777092,0.561474047624839,14.5289934155924,780.532669096785,793.818106654671,803.631527672213,814.120074041739,836.624131377895,669.594194468375,1.0032898161738
"N_med[18]",777.924569636051,0.523341903154784,13.7826425379158,754.626435152201,767.716183539527,776.911912540674,786.831175714799,808.293869693303,693.575855692772,1.00333533273376
"N_med[19]",749.241859875784,0.479376532868284,13.016486286811,726.999592838435,739.707839446869,748.433141137435,757.489314090014,777.445342400037,737.282609720805,1.00328784931969
"N_med[20]",718.621474936885,0.431074906069408,12.2627942299388,697.058894413814,709.89142262446,717.829527142571,726.435515008059,745.055643624636,809.232650645203,1.00311902338584
"N_med[21]",685.913004707832,0.378591283547643,11.5670905414549,664.902416384976,677.858954290962,685.154183619934,693.123666944018,711.180798730096,933.484365281386,1.00279527138544
"N_med[22]",650.941662779696,0.323626908792661,10.9893981570265,630.72919387817,643.491178495363,650.412725199944,658.088195019728,674.135492196855,1153.07768429792,1.00229111484905
"N_med[23]",613.506473226199,0.268998943376374,10.6016956912238,593.632924521246,606.399137745457,613.083894121318,620.313992831654,635.348825801164,1553.27917676805,1.00161784691123
"N_med[24]",573.37837485716,0.227990644175975,10.477802408871,553.046650883588,566.152496363635,573.234610630102,580.177440322421,594.831485511683,2112.06051332701,1.00085614901658
"N_med[25]",530.298407814419,0.2065379979399,10.6748941596447,509.666375372974,523.060944687204,530.157946036001,537.328936530267,551.515127237091,2671.32808218467,1.00015106877268
"N_med[26]",483.976229392797,0.210646945980897,11.2143332169807,462.22636566323,476.356874340115,483.784501923504,491.252538716139,506.145290462695,2834.2397112358,0.999640554854121
"N_med[27]",434.089317200833,0.237138554609909,12.0746215680956,410.308153253617,426.036938661621,433.658681102367,442.127675338354,458.50933659794,2592.64300075835,0.999375482864774
"N_med[28]",380.283360301374,0.286846374657224,13.2003542196219,354.341509881525,371.548548560947,379.715740834223,389.02228869089,406.777300007912,2117.73902530683,0.999314212693259
"N_med[29]",322.174506204268,0.349482702152918,14.5178705857316,293.988756954301,312.336364652642,321.631819322242,331.802135834878,351.522650181203,1725.65697641145,0.999376503201639
"N_med[30]",259.354296901106,0.415346389220444,15.9473546845381,228.512527728831,248.454101330081,258.989514342679,269.914626987897,291.772396919408,1474.20007275502,0.999490288053705
"Abundance_pred[1]",1019.07886078057,2.25106103408763,105.859432365371,829.667239470235,943.519763660439,1011.68922736044,1088.32944316267,1240.30605627645,2211.48796888946,0.999121148863139
"Abundance_pred[2]",1020.041157573,1.94203426042678,104.882903850781,830.089656230908,945.660204373188,1015.84392872565,1086.55226054333,1243.70884558111,2916.72598967373,0.999619449139246
"Abundance_pred[3]",1018.38857947519,1.94347002178753,104.418694083544,826.759612928296,945.275552630404,1012.84673850123,1085.63811694287,1232.53226714985,2886.6944870211,0.999455392606365
"Abundance_pred[4]",1019.91214197936,2.05185599576341,102.845170358762,830.323584426432,948.430092323676,1015.36439853896,1084.98043806866,1230.91145626564,2512.31475198178,0.999537875946377
"Abundance_pred[5]",1008.9798944612,2.08136162305503,102.714543900186,823.593009362773,937.557198118823,1002.23017609099,1073.82257593157,1228.39947058141,2435.39157231495,0.999959441184334
"Abundance_pred[6]",1003.40058486929,2.00435240355897,103.177237761394,822.196264976981,930.309261328518,997.776269993625,1068.45514569172,1223.16154878809,2649.83987625444,0.999549288535916
"Abundance_pred[7]",995.74474905085,2.05485344453101,103.206222008624,807.556157135489,923.539472557701,988.02478073878,1062.34081721031,1214.7727661659,2522.60966566118,0.999509026775484
"Abundance_pred[8]",979.739419781941,1.88292978589735,99.6809347038807,800.262325527391,909.335555202501,974.85909083082,1043.47594578669,1185.52844953005,2802.56666672866,1.00134901894805
"Abundance_pred[9]",965.633318660664,1.8323340398967,97.5962584826309,793.371437235762,897.452809870667,960.601337489798,1026.73014951877,1170.79416163541,2836.98498800877,0.99966688566885
"Abundance_pred[10]",956.42070756396,1.88885740640121,97.4002422832538,778.45287300986,887.982981459127,952.25678000819,1019.75435320056,1157.74360039295,2659.02075703213,1.00145083968962
"Abundance_pred[11]",936.597186509931,1.73231607404276,92.9981595460672,761.987644575388,873.098706978296,932.160348752694,998.660256568239,1131.49836446845,2882.00305822342,0.999521462389126
"Abundance_pred[12]",920.792152469054,1.80098177727693,92.4240880066015,750.578577989891,859.033753030915,915.372837060209,978.775687563744,1122.00841547204,2633.61150419668,0.999830891459457
"Abundance_pred[13]",900.494459008607,1.78463634021336,92.9850279593985,732.80358618912,834.637037568825,894.512950386263,958.950154581315,1099.31372838246,2714.72965822595,0.999734945880461
"Abundance_pred[14]",877.825740727321,1.69172117054534,90.2841809047579,713.220900384061,815.713618295754,871.423458233177,935.687449885431,1064.62707735296,2848.16900675418,0.999394352793168
"Abundance_pred[15]",857.122127833266,1.6871668950956,89.7799379761208,692.555310851429,796.130277427984,852.515407843076,912.074468098024,1052.84546259067,2831.66916426037,1.00010180307799
"Abundance_pred[16]",832.293070837875,1.70135708365412,84.6138646971309,681.91455912711,773.475961499139,826.607309576709,889.165515105412,1010.4357761292,2473.38724092163,1.00040011447492
"Abundance_pred[17]",809.122515648391,1.49894702363838,82.4773986965763,658.751081959342,752.648214472688,805.153172253324,861.257034340233,981.751672625223,3027.59194984489,0.999690621730807
"Abundance_pred[18]",781.749384294101,1.47311926265307,79.5478313951732,637.142432201254,723.960517425894,778.456662100488,832.649795118544,946.930630790204,2915.95536759034,0.999994551744924
"Abundance_pred[19]",752.863564192172,1.50293035897391,77.0108353096185,617.618107260701,698.652703672796,748.618848933285,802.546398303801,914.874995771706,2625.58422059377,0.999506541634769
"Abundance_pred[20]",720.632604829368,1.44483033194198,72.260693644797,592.419558289572,670.949575346036,715.650380923917,767.993722380973,870.902614807995,2501.32746334424,1.0003509322394
"Abundance_pred[21]",689.462198853998,1.43748963211003,71.5623682604258,560.777625475525,637.372685366032,687.512912622,735.668692253153,841.614036860099,2478.33475348457,1.00000296729286
"Abundance_pred[22]",652.504165835366,1.19887928631621,64.9876412187433,534.214184982038,605.963286694718,650.453933739361,693.621352572171,788.236129216724,2938.39810254112,1.0003292172873
"Abundance_pred[23]",615.170485152415,1.18177891385569,62.6922992721174,501.641427324491,571.665236511232,611.817505175153,654.292015354377,746.485521596477,2814.20624707394,1.00038162998368
"Abundance_pred[24]",573.713923174188,1.09527614040752,57.9337036567782,469.309654143263,533.494793390061,570.836785725425,610.108971216963,698.463311965052,2797.79141278006,0.999688900640511
"Abundance_pred[25]",531.471784258114,0.992533786346127,52.9943748940814,437.214884559804,496.393290408784,528.203619886514,566.173543498928,641.523333109695,2850.81443291476,1.00011636127966
"Abundance_pred[26]",485.904053120679,0.960430038387511,50.8368655561076,392.985362148884,451.579205291899,482.514321598067,517.917544914382,594.073292988894,2801.72858920978,0.999128626580164
"Abundance_pred[27]",435.642352361588,0.83357927865283,45.7013075878056,353.072286261072,402.375724987962,433.803837658573,465.126867165807,531.822150182207,3005.82319656713,1.00138610791577
"Abundance_pred[28]",382.732772580801,0.733809557406539,39.8190155682649,311.362349220977,354.593345977817,381.535847154543,408.284039083133,465.744102264123,2944.51865465966,0.999743228337885
"Abundance_pred[29]",323.278658538116,0.707087800958656,35.2568752985478,259.955975365067,298.436068981095,320.947205375809,346.243507147167,397.466197857181,2486.22798098217,1.00000430027488
"Abundance_pred[30]",260.960321476314,0.606018634798332,30.8049388611594,206.909218766588,239.205061780824,259.363758605031,280.442223663134,325.984923083001,2583.85860843,0.999630806417227
"lp__",-54.1033483293744,0.065093051127451,1.45812139323485,-57.8394573331476,-54.7962466580249,-53.7594757110712,-53.0216043864681,-52.3651716523326,501.785498429691,1.00259627776399
